Mode,UACE Code,UZA Name,State, Population ,Density, Square Miles ,State NTD ID,Agency Name,Reporting Module
MB,87004,"Temecula00Murrieta00Menifee, CA",California,528991,3515.49,150.47,,Los Angeles County Metropolitan Transportation Authority ,Urban
CB,87004,"Temecula00Murrieta00Menifee, CA",California,528991,3515.49,150.47,,Los Angeles County Metropolitan Transportation Authority ,Urban
DR,87004,"Temecula00Murrieta00Menifee, CA",California,528991,3515.49,150.47,,Los Angeles County Metropolitan Transportation Authority ,Urban
MB,87004,"Temecula00Murrieta00Menifee, CA",California,528991,3515.49,150.47,,Los Angeles County Metropolitan Transportation Authority ,Urban
CB,87004,"Temecula00Murrieta00Menifee, CA",California,528991,3515.49,150.47,,Los Angeles County Metropolitan Transportation Authority ,Urban
DR,87004,"Temecula00Murrieta00Menifee, CA",California,528991,3515.49,150.47,,Los Angeles County Metropolitan Transportation Authority ,Urban
MB,87004,"Temecula00Murrieta00Menifee, CA",California,528991,3515.49,150.47,,Riverside County Transportation Commission,Urban
CB,87004,"Temecula00Murrieta00Menifee, CA",California,528991,3515.49,150.47,,California Vanpool Authority,Urban
DR,87004,"Temecula00Murrieta00Menifee, CA",California,528991,3515.49,150.47,,San Bernardino County Transportation Authority,Urban
MB,87058,"Temple, TX",Texas,114632,1963.38,58.39,,Capital Metropolitan Transportation Authority,Urban
CB,87058,"Temple, TX",Texas,114632,1963.38,58.39,,Capital Metropolitan Transportation Authority,Urban
DR,87058,"Temple, TX",Texas,114632,1963.38,58.39,,Capital Metropolitan Transportation Authority,Urban
MB,87058,"Temple, TX",Texas,114632,1963.38,58.39,,Capital Metropolitan Transportation Authority,Urban
CB,87058,"Temple, TX",Texas,114632,1963.38,58.39,,Capital Metropolitan Transportation Authority,Urban
DR,87058,"Temple, TX",Texas,114632,1963.38,58.39,,Hill Country Transit District,Urban
MB,87058,"Temple, TX",Texas,114632,1963.38,58.39,,Hill Country Transit District,Urban
CB,87139,"Terre Haute, IN",Indiana,79862,1705.19,46.83,,City of Terre Haute ,Urban
MB,87139,"Terre Haute, IN",Indiana,79862,1705.19,46.83,,City of Terre Haute ,Urban
DR,87193,"Texarkana, TX00AR",Texas,78744,1181.65,66.64,,Texarkana Urban Transit District,Urban
MB,87193,"Texarkana, TX00AR",Texas,78744,1181.65,66.64,,Texarkana Urban Transit District,Urban
DR,87193,"Texarkana, TX00AR",Texas,78744,1181.65,66.64,,Central Arkansas Development Council,Urban
VP,87285,"The Villages00Lady Lake, FL",Florida,161736,1641.65,98.52,,Lake County Board of County Commissioners,Urban
MB,87285,"The Villages00Lady Lake, FL",Florida,161736,1641.65,98.52,,Lake County Board of County Commissioners,Urban
DR,87285,"The Villages00Lady Lake, FL",Florida,161736,1641.65,98.52,,Sumter County Board of County Commissioners,Urban
VP,87285,"The Villages00Lady Lake, FL",Florida,161736,1641.65,98.52,,Sumter County Board of County Commissioners,Urban
MB,87300,"The Woodlands00Conroe, TX",Texas,402454,1836.51,219.14,,"Metropolitan Transit Authority of Harris County, Texas ",Urban
VP,87300,"The Woodlands00Conroe, TX",Texas,402454,1836.51,219.14,,"Metropolitan Transit Authority of Harris County, Texas ",Urban
DR,87300,"The Woodlands00Conroe, TX",Texas,402454,1836.51,219.14,,"Metropolitan Transit Authority of Harris County, Texas ",Urban
MB,87300,"The Woodlands00Conroe, TX",Texas,402454,1836.51,219.14,,"Metropolitan Transit Authority of Harris County, Texas ",Urban
DR,87300,"The Woodlands00Conroe, TX",Texas,402454,1836.51,219.14,,"Metropolitan Transit Authority of Harris County, Texas ",Urban
MB,87300,"The Woodlands00Conroe, TX",Texas,402454,1836.51,219.14,,"Metropolitan Transit Authority of Harris County, Texas ",Urban
DR,87300,"The Woodlands00Conroe, TX",Texas,402454,1836.51,219.14,,"Metropolitan Transit Authority of Harris County, Texas ",Urban
MB,87300,"The Woodlands00Conroe, TX",Texas,402454,1836.51,219.14,,"Metropolitan Transit Authority of Harris County, Texas ",Urban
DR,87300,"The Woodlands00Conroe, TX",Texas,402454,1836.51,219.14,,City of Conroe,Urban
MB,87300,"The Woodlands00Conroe, TX",Texas,402454,1836.51,219.14,,City of Conroe,Urban
DR,87300,"The Woodlands00Conroe, TX",Texas,402454,1836.51,219.14,,City of Conroe,Urban
DR,87300,"The Woodlands00Conroe, TX",Texas,402454,1836.51,219.14,,City of Conroe,Urban
MB,87300,"The Woodlands00Conroe, TX",Texas,402454,1836.51,219.14,,City of Conroe,Urban
MB,87300,"The Woodlands00Conroe, TX",Texas,402454,1836.51,219.14,,The Woodlands Township,Urban
DR,87300,"The Woodlands00Conroe, TX",Texas,402454,1836.51,219.14,,The Woodlands Township,Urban
MB,87490,"Thousand Oaks, CA",California,213986,2668.26,80.2,,Southern California Regional Rail Authority,Urban
DR,87490,"Thousand Oaks, CA",California,213986,2668.26,80.2,,Los Angeles County Metropolitan Transportation Authority ,Urban
CB,87490,"Thousand Oaks, CA",California,213986,2668.26,80.2,,Los Angeles County Metropolitan Transportation Authority ,Urban
DR,87490,"Thousand Oaks, CA",California,213986,2668.26,80.2,,Los Angeles County Metropolitan Transportation Authority ,Urban
MB,87490,"Thousand Oaks, CA",California,213986,2668.26,80.2,,Los Angeles County Metropolitan Transportation Authority ,Urban
CB,87490,"Thousand Oaks, CA",California,213986,2668.26,80.2,,Los Angeles County Metropolitan Transportation Authority ,Urban
DR,87490,"Thousand Oaks, CA",California,213986,2668.26,80.2,,Los Angeles County Metropolitan Transportation Authority ,Urban
DR,87490,"Thousand Oaks, CA",California,213986,2668.26,80.2,,Los Angeles County Metropolitan Transportation Authority ,Urban
DR,87490,"Thousand Oaks, CA",California,213986,2668.26,80.2,,Ventura County Transportation Commission,Urban
DR,87490,"Thousand Oaks, CA",California,213986,2668.26,80.2,,Ventura County Transportation Commission,Urban
MB,87490,"Thousand Oaks, CA",California,213986,2668.26,80.2,,Ventura County Transportation Commission,Urban
DR,87490,"Thousand Oaks, CA",California,213986,2668.26,80.2,,City of Thousand Oaks,Urban
DR,87490,"Thousand Oaks, CA",California,213986,2668.26,80.2,,City of Thousand Oaks,Urban
MB,87490,"Thousand Oaks, CA",California,213986,2668.26,80.2,,City of Moorpark,Urban
DR,87490,"Thousand Oaks, CA",California,213986,2668.26,80.2,,City of Agoura Hills,Urban
MB,87490,"Thousand Oaks, CA",California,213986,2668.26,80.2,,County of Ventura,Urban
DR,87787,"Titusville, FL",Florida,62459,1563.22,39.96,,Brevard Board of County Commissioners,Urban
MB,87787,"Titusville, FL",Florida,62459,1563.22,39.96,,Brevard Board of County Commissioners,Urban
DR,87787,"Titusville, FL",Florida,62459,1563.22,39.96,,Brevard Board of County Commissioners,Urban
DR,87787,"Titusville, FL",Florida,62459,1563.22,39.96,,Brevard Alzheimer's Foundation Inc.,Urban
MB,87868,"Toledo, OH00MI",Ohio,497952,2068.64,240.71,,Toledo Area Regional Transit Authority,Urban
DR,87868,"Toledo, OH00MI",Ohio,497952,2068.64,240.71,,Toledo Area Regional Transit Authority,Urban
MB,87868,"Toledo, OH00MI",Ohio,497952,2068.64,240.71,,Toledo Area Regional Transit Authority,Urban
DR,87868,"Toledo, OH00MI",Ohio,497952,2068.64,240.71,,Toledo Area Regional Transit Authority,Urban
DR,87868,"Toledo, OH00MI",Ohio,497952,2068.64,240.71,,Michigan Department of Transportation,Urban
MB,87868,"Toledo, OH00MI",Ohio,497952,2068.64,240.71,,Lake Erie Transportation Commission,Urban
DR,87868,"Toledo, OH00MI",Ohio,497952,2068.64,240.71,,Lake Erie Transportation Commission,Urban
MB,88084,"Topeka, KS",Kansas,148956,1768.24,84.24,,Topeka Metropolitan Transit Authority,Urban
DR,88084,"Topeka, KS",Kansas,148956,1768.24,84.24,,Topeka Metropolitan Transit Authority,Urban
MB,88084,"Topeka, KS",Kansas,148956,1768.24,84.24,,Topeka Metropolitan Transit Authority,Urban
DR,88084,"Topeka, KS",Kansas,148956,1768.24,84.24,,Topeka Metropolitan Transit Authority,Urban
DR,88280,"Tracy00Mountain House, CA",California,120912,4469.14,27.05,,San Joaquin Regional Transit District,Urban
MB,88280,"Tracy00Mountain House, CA",California,120912,4469.14,27.05,,San Joaquin Regional Transit District,Urban
DR,88280,"Tracy00Mountain House, CA",California,120912,4469.14,27.05,,San Joaquin Regional Transit District,Urban
MB,88280,"Tracy00Mountain House, CA",California,120912,4469.14,27.05,,San Joaquin Regional Transit District,Urban
DR,88280,"Tracy00Mountain House, CA",California,120912,4469.14,27.05,,Altamont Corridor Express,Urban
DR,88280,"Tracy00Mountain House, CA",California,120912,4469.14,27.05,,City of Tracy,Urban
MB,88280,"Tracy00Mountain House, CA",California,120912,4469.14,27.05,,City of Tracy,Urban
DR,88280,"Tracy00Mountain House, CA",California,120912,4469.14,27.05,,Stanislaus Council of Governments,Urban
MB,88280,"Tracy00Mountain House, CA",California,120912,4469.14,27.05,,San Joaquin Council,Urban
DR,88300,"Traverse City00Garfield, MI",Michigan,56890,1085.35,52.42,,Bay Area Transportation Authority,Urban
MB,88300,"Traverse City00Garfield, MI",Michigan,56890,1085.35,52.42,,Bay Area Transportation Authority,Urban
DR,88462,"Trenton, NJ",New Jersey,370422,2782.39,133.13,,New Jersey Transit Corporation,Urban
MB,88462,"Trenton, NJ",New Jersey,370422,2782.39,133.13,,New Jersey Transit Corporation,Urban
DR,88462,"Trenton, NJ",New Jersey,370422,2782.39,133.13,,New Jersey Transit Corporation,Urban
DR,88462,"Trenton, NJ",New Jersey,370422,2782.39,133.13,,New Jersey Transit Corporation,Urban
MB,88462,"Trenton, NJ",New Jersey,370422,2782.39,133.13,,New Jersey Transit Corporation,Urban
MB,88462,"Trenton, NJ",New Jersey,370422,2782.39,133.13,,New Jersey Transit Corporation,Urban
DR,88462,"Trenton, NJ",New Jersey,370422,2782.39,133.13,,New Jersey Transit Corporation,Urban
DR,88462,"Trenton, NJ",New Jersey,370422,2782.39,133.13,,New Jersey Transit Corporation,Urban
MB,88462,"Trenton, NJ",New Jersey,370422,2782.39,133.13,,County of Mercer,Urban
MB,88462,"Trenton, NJ",New Jersey,370422,2782.39,133.13,,Southeastern Pennsylvania Transportation Authority,Urban
MB,88462,"Trenton, NJ",New Jersey,370422,2782.39,133.13,,Southeastern Pennsylvania Transportation Authority,Urban
MB,88462,"Trenton, NJ",New Jersey,370422,2782.39,133.13,,Southeastern Pennsylvania Transportation Authority,Urban
DR,88462,"Trenton, NJ",New Jersey,370422,2782.39,133.13,,Southeastern Pennsylvania Transportation Authority,Urban
MB,88462,"Trenton, NJ",New Jersey,370422,2782.39,133.13,,Southeastern Pennsylvania Transportation Authority,Urban
MB,88462,"Trenton, NJ",New Jersey,370422,2782.39,133.13,,Southeastern Pennsylvania Transportation Authority,Urban
MB,88462,"Trenton, NJ",New Jersey,370422,2782.39,133.13,,Southeastern Pennsylvania Transportation Authority,Urban
MB,88732,"Tucson, AZ",Arizona,875441,2449.82,357.35,,City of Tucson,Urban
MB,88732,"Tucson, AZ",Arizona,875441,2449.82,357.35,,City of Tucson,Urban
DR,88732,"Tucson, AZ",Arizona,875441,2449.82,357.35,,City of Tucson,Urban
MB,88732,"Tucson, AZ",Arizona,875441,2449.82,357.35,,Town of Oro Valley ,Urban
DR,88732,"Tucson, AZ",Arizona,875441,2449.82,357.35,,Pima Association of Governments,Urban
MB,88732,"Tucson, AZ",Arizona,875441,2449.82,357.35,,Regional Transportation Authority of Pima County,Urban
DR,88732,"Tucson, AZ",Arizona,875441,2449.82,357.35,,Regional Transportation Authority of Pima County,Urban
DR,88840,"Tulare, CA",California,70628,3987.05,17.71,,Tulare County Regional Transit Agency,Urban
MB,88840,"Tulare, CA",California,70628,3987.05,17.71,,Tulare County Regional Transit Agency,Urban
DR,88948,"Tulsa, OK",Oklahoma,722810,2136.45,338.32,,Metropolitan Tulsa Transit Authority,Urban
DR,88948,"Tulsa, OK",Oklahoma,722810,2136.45,338.32,,Metropolitan Tulsa Transit Authority,Urban
MB,88948,"Tulsa, OK",Oklahoma,722810,2136.45,338.32,,Metropolitan Tulsa Transit Authority,Urban
DR,89083,"Turlock, CA",California,79203,4688.33,16.89,,Transit Joint Powers Authority for Merced County,Urban
MB,89083,"Turlock, CA",California,79203,4688.33,16.89,,Transit Joint Powers Authority for Merced County,Urban
DR,89083,"Turlock, CA",California,79203,4688.33,16.89,,City of Turlock,Urban
DR,89083,"Turlock, CA",California,79203,4688.33,16.89,,City of Turlock,Urban
DR,89083,"Turlock, CA",California,79203,4688.33,16.89,,Stanislaus Regional Transit Authority,Urban
MB,89083,"Turlock, CA",California,79203,4688.33,16.89,,Stanislaus Regional Transit Authority,Urban
DR,89083,"Turlock, CA",California,79203,4688.33,16.89,,Stanislaus Regional Transit Authority,Urban
DR,89083,"Turlock, CA",California,79203,4688.33,16.89,,Stanislaus Council of Governments,Urban
MB,89110,"Tuscaloosa, AL",Alabama,156450,1774.63,88.16,,Tuscaloosa County Parking and Transit Authority,Urban
DR,89110,"Tuscaloosa, AL",Alabama,156450,1774.63,88.16,,Tuscaloosa County Parking and Transit Authority,Urban
DR,89110,"Tuscaloosa, AL",Alabama,156450,1774.63,88.16,,Regional Planning Commission of Greater Birmingham,Urban
MB,89245,"Twin Falls, ID",Idaho,58808,2665.07,22.07,0R01,TransIV Buses 0 College of Southern Idaho,Rural
DR,89326,"Tyler, TX",Texas,131028,1607.08,81.53,,City of Tyler,Urban
MB,89326,"Tyler, TX",Texas,131028,1607.08,81.53,,City of Tyler,Urban
DR,89326,"Tyler, TX",Texas,131028,1607.08,81.53,,City of Tyler,Urban
DR,89785,"Utica, NY",New York,119059,2287.64,52.04,,Central New York Regional Transportation Authority,Urban
DR,89785,"Utica, NY",New York,119059,2287.64,52.04,,Central New York Regional Transportation Authority,Urban
DR,89785,"Utica, NY",New York,119059,2287.64,52.04,,Central New York Regional Transportation Authority,Urban
MB,89866,"Vacaville, CA",California,101027,4679.43,21.59,,"City of Fairfield, California",Urban
CR,89866,"Vacaville, CA",California,101027,4679.43,21.59,,"City of Fairfield, California",Urban
CR,89866,"Vacaville, CA",California,101027,4679.43,21.59,,"City of Fairfield, California",Urban
CR,89866,"Vacaville, CA",California,101027,4679.43,21.59,,Metropolitan Transportation Commission,Urban
CR,89866,"Vacaville, CA",California,101027,4679.43,21.59,,City of Vacaville,Urban
DR,89866,"Vacaville, CA",California,101027,4679.43,21.59,,City of Vacaville,Urban
DR,89866,"Vacaville, CA",California,101027,4679.43,21.59,,Solano County Transit,Urban
VP,89866,"Vacaville, CA",California,101027,4679.43,21.59,,Solano County Transit,Urban
VP,89866,"Vacaville, CA",California,101027,4679.43,21.59,,Solano County Transit,Urban
VP,89974,"Valdosta, GA",Georgia,76769,1859.32,41.29,,City of Valdosta,Urban
VP,90028,"Vallejo, CA",California,175132,4418.04,39.64,,Metropolitan Transportation Commission,Urban
VP,90028,"Vallejo, CA",California,175132,4418.04,39.64,,San Francisco Bay Area Water Emergency Transportation Authority,Urban
VP,90028,"Vallejo, CA",California,175132,4418.04,39.64,,California Vanpool Authority,Urban
VP,90028,"Vallejo, CA",California,175132,4418.04,39.64,,Solano County Transit,Urban
VP,90028,"Vallejo, CA",California,175132,4418.04,39.64,,Solano County Transit,Urban
CB,90028,"Vallejo, CA",California,175132,4418.04,39.64,,Solano County Transit,Urban
CB,90095,"Valparaiso00Shorewood Forest, IN",Indiana,51867,1542,33.64,,"Opportunity Enterprises, Inc.",Urban
CB,90095,"Valparaiso00Shorewood Forest, IN",Indiana,51867,1542,33.64,,"Porter County Aging and Community Services, Inc.",Urban
CB,90095,"Valparaiso00Shorewood Forest, IN",Indiana,51867,1542,33.64,,City of Valparaiso,Urban
DR,90095,"Valparaiso00Shorewood Forest, IN",Indiana,51867,1542,33.64,,City of Valparaiso,Urban
MB,90406,"Vero Beach00Sebastian, FL",Florida,174292,1642.69,106.1,,Indian River County,Urban
DR,90406,"Vero Beach00Sebastian, FL",Florida,174292,1642.69,106.1,,Indian River County,Urban
CB,90514,"Victoria, TX",Texas,65986,1963.87,33.6,,Golden Crescent Regional Planning Commission,Urban
CB,90514,"Victoria, TX",Texas,65986,1963.87,33.6,,Golden Crescent Regional Planning Commission,Urban
DR,90514,"Victoria, TX",Texas,65986,1963.87,33.6,,Golden Crescent Regional Planning Commission,Urban
MB,90514,"Victoria, TX",Texas,65986,1963.87,33.6,,Golden Crescent Regional Planning Commission,Urban
CB,90541,"Victorville00Hesperia00Apple Valley, CA",California,355816,2700.19,131.77,,Victor Valley Transit Authority,Urban
DR,90541,"Victorville00Hesperia00Apple Valley, CA",California,355816,2700.19,131.77,,Victor Valley Transit Authority,Urban
MB,90541,"Victorville00Hesperia00Apple Valley, CA",California,355816,2700.19,131.77,,Victor Valley Transit Authority,Urban
MB,90541,"Victorville00Hesperia00Apple Valley, CA",California,355816,2700.19,131.77,,Victor Valley Transit Authority,Urban
DR,90541,"Victorville00Hesperia00Apple Valley, CA",California,355816,2700.19,131.77,,Los Angeles County Metropolitan Transportation Authority ,Urban
CB,90541,"Victorville00Hesperia00Apple Valley, CA",California,355816,2700.19,131.77,,Los Angeles County Metropolitan Transportation Authority ,Urban
CB,90541,"Victorville00Hesperia00Apple Valley, CA",California,355816,2700.19,131.77,,Los Angeles County Metropolitan Transportation Authority ,Urban
DR,90541,"Victorville00Hesperia00Apple Valley, CA",California,355816,2700.19,131.77,,Los Angeles County Metropolitan Transportation Authority ,Urban
MB,90541,"Victorville00Hesperia00Apple Valley, CA",California,355816,2700.19,131.77,,Los Angeles County Metropolitan Transportation Authority ,Urban
MB,90541,"Victorville00Hesperia00Apple Valley, CA",California,355816,2700.19,131.77,,Los Angeles County Metropolitan Transportation Authority ,Urban
DR,90541,"Victorville00Hesperia00Apple Valley, CA",California,355816,2700.19,131.77,,Los Angeles County Metropolitan Transportation Authority ,Urban
CB,90541,"Victorville00Hesperia00Apple Valley, CA",California,355816,2700.19,131.77,,Riverside County Transportation Commission,Urban
DR,90541,"Victorville00Hesperia00Apple Valley, CA",California,355816,2700.19,131.77,,San Bernardino County Transportation Authority,Urban
MB,90730,"Vineland, NJ",New Jersey,87226,1530.53,56.99,,New Jersey Transit Corporation,Urban
DR,90730,"Vineland, NJ",New Jersey,87226,1530.53,56.99,,New Jersey Transit Corporation,Urban
MB,90730,"Vineland, NJ",New Jersey,87226,1530.53,56.99,,New Jersey Transit Corporation,Urban
DR,90730,"Vineland, NJ",New Jersey,87226,1530.53,56.99,,New Jersey Transit Corporation,Urban
MB,90730,"Vineland, NJ",New Jersey,87226,1530.53,56.99,,New Jersey Transit Corporation,Urban
DR,90730,"Vineland, NJ",New Jersey,87226,1530.53,56.99,,New Jersey Transit Corporation,Urban
MB,90730,"Vineland, NJ",New Jersey,87226,1530.53,56.99,,New Jersey Transit Corporation,Urban
